addresspoid,housenum,geo_housenum,geo_streetname,geo_return_code,geo_message,geo_reason_code
9236861,4601-A20,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A20  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236862,4601-A21,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A21  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236863,4601-A22,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A22  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
9236864,4601-A23,"",HENRY HUDSON PARKWAY,13,ADDRESS NBR 4601-A23  CONTAINS AN INVALID CHARACTER(A) IN POSITION 6.,1
10164331,123,123,DUANE ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10164584,59-06A,59-06A,MAIN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10165197,1329,1329,EAST   18 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10165398,111A,111A,NORTH    3 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10165585,828A,828A,45 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10165698,4,4,NORTH    5 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10166001,103,103,7 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10166008,1254,1254,53 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10166022,852,852,65 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10166522,2500,2500,AVENUE I,42,ADDRESS NUMBER OUT OF RANGE,""
10166610,5100,5100,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10166632,99R,99R,NORTH    8 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10166868,153,153,BRADFORD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10166878,2213,2213,BRIGHAM STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10166924,116,116,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
10167001,1696,1696,EAST   93 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10167102,76,76,CHURCH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167121,3508,3508,CLARENDON ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10167127,5720,5720,CLARENDON ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10167191,444,444,VANDERBILT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167200,20A,20A,COFFEY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10167218,1605,1605,CONEY ISLAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167362,78,78,DEGRAW STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10167404,109,109,DITMAS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167405,111,111,DITMAS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167406,111A,111A,DITMAS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167451,723,723,DRIGGS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167452,783,783,DRIGGS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167506,234,234,ESSEX STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10167565,1864A,1864A,FLATBUSH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167728,905,905,FRANKLIN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10167743,2874,2874,FULTON STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10167745,2962B,2962B,FULTON STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10167782,266,266,FURMAN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10167925,1195,1195,HALSEY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10168023,79,79,HENRY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10168090,222,222,HOYT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10168098,15,15,HURON STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10168216,3360,3360,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
10168217,3368,3368,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
10168380,100,100,STUYVESANT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10168454,371,371,TOMPKINS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10168521,2011,2011,UTICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10168544,265,265,UNDERHILL AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10168564,5141,5141,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168565,5145,5145,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168566,5157,5157,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168568,5169,5169,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168575,5321,5321,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168577,5335,5335,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168579,5353,5353,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168581,5357,5357,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168584,5371,5371,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168585,5373,5373,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168587,5383,5383,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168589,5385,5385,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168590,5389,5389,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168592,5402,5402,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168593,5406,5406,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168594,5422,5422,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168595,5424,5424,AVENUE U,42,ADDRESS NUMBER OUT OF RANGE,""
10168632,2312,2312,JEROME AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10168649,225,225,JOHNSON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10168708,5381,5381,KINGS HIGHWAY,42,ADDRESS NUMBER OUT OF RANGE,""
10168851,98,98,LINWOOD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10168864,81,81,LIVONIA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10168985,1274,1274,MCDONALD AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169035,390,390,MELROSE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10169076,946,946,METROPOLITAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169125,352,352,MORGAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169150,1500,1500,MYRTLE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169302,413,413,NEWPORT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10169309,79,79,NORMAN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169333,158,158,NOSTRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169377,3362,3362,NOSTRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169391,3756,3756,NOSTRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169425,750,750,NOSTRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169476,50,50,OCEANA DRIVE,50,OCEANA DRIVE IS AN INVALID STREET NAME FOR THIS LOCATION,1
10169478,5115,5115,OLD NEW UTRECHT ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10169530,1817,1817,PARK PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
10169537,313,313,PARKVILLE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10169543,209,209,PENCE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10169646,8056,8056,PRESTON COURT,42,ADDRESS NUMBER OUT OF RANGE,""
10169769,860,860,RALPH AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10170211,109-40,109-40,DITMARS BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10170226,82-26,82-26,45 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10170262,94-20,94-20,60 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10170263,86-06,86-06,60 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10170270,40-24A,40-24A,76 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10170331,94-66,94-66,CORONA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10170388,90-14,90-14,QUEENS BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10170391,82-00,82-00,ST JAMES AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10170523,108-08,108-08,52 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10170694,18-25,18-25,127 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10170712,18-02A,18-02A,131 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10170772,4,4,121 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10170902,813,813,VAN SICLEN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10170962,986,986,WASHINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10170964,41,41,CADMAN PLAZA EAST,50,CADMAN PLAZA EAST IS AN INVALID STREET NAME FOR THIS LOCATION,1
10170969,38,38,WATER STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10171071,128B,128B,BEACH   26 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10171077,164,164,BAY   32 STREET,50,BAY   32 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
10171084,707,707,CAFFREY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10171107,87-17,87-17,256 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10171111,75-44,75-44,263 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10171143,255-41,255-41,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10171168,260-47,260-47,UNION TURNPIKE,42,ADDRESS NUMBER OUT OF RANGE,""
10171212,25-01,25-01,149 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10171295,120-15,120-15,31 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10171322,136-66,136-66,35 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10171356,140-06,140-06,45 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10171411,45-52B,45-52B,BOWNE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10171442,163-25,163-25,DEPOT ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10171443,138-25,138-25,ELDER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10171797,109-40,109-40,71 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10171815,71-50A,71-50A,AUSTIN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10171820,1,1,71 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10171822,5,5,71 AVENUE,50,71 AVENUE IS AN INVALID STREET NAME FOR THIS LOCATION,1
10171839,110-50,110-50,LONG ISLAND EXPRESSWAY,50,LONG ISLAND EXPRESSWAY IS AN INVALID STREET NAME FOR THIS LOCATION,1
10171860,100-32,100-32,QUEENS BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172204,85-13,85-13,37 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172247,37-53A,37-53A,75 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172334,84-46,84-46,123 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172338,84-70,84-70,127 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172348,83-15,83-15,KEW GARDENS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10172349,84-30,84-30,KEW GARDENS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10172439,164-00,164-00,109 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10172472,176-42,176-42,130 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172477,151-02,151-02,135 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172523,104-11,104-11,148 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172559,105-44,105-44,156 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172572,111-46,111-46,157 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172587,140-21,140-21,159 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172608,85-11,85-11,164 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172626,108-04,108-04,167 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172654,116-28,116-28,170 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172666,106-08,106-08,173 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172679,130-41,130-41,176 PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
10172695,118-01,118-01,180 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10172709,161-24,161-24,85 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172729,170-22,170-22,93 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172731,170-24A,170-24A,93 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172757,165-10,165-10,BAISLEY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172760,165-26,165-26,BAISLEY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172763,165-32,165-32,BAISLEY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172768,165-54,165-54,BAISLEY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172774,165-82,165-82,BAISLEY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172776,165-88,165-88,BAISLEY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172781,166-05,166-05,BAISLEY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172808,168-46,168-46,DOUGLAS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172809,170-18,170-18,DOUGLAS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172833,164-02,164-02,GOETHALS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172856,145-91,145-91,GUY R BREWER BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10172866,172-79,172-79,HIGHLAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172879,164-13,164-13,HILLSIDE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172903,175-82,175-82,HILLSIDE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10172917,184-57,184-57,HOVENDEN ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10172921,144-28,144-28,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173026,107-55,107-55,MERRICK BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10173171,90-35,90-35,193 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173259,161-17,161-17,95 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173282,80-98,80-98,LINDEN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10173289,35-42,35-42,11 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173299,38-70,38-70,13 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173302,36-08,36-08,19 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173308,36-15,36-15,20 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173309,20-20,20-20,20 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173348,31-01,31-01,23 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10173372,39-20A,39-20A,29 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173388,14-56,14-56,31 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10173411,36-13,36-13,33 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173420,31-04,31-04,34 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173422,47-00,47-00,34 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173455,19-03,19-03,37 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173513,35-40,35-40,48 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173522,20-44A,20-44A,49 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173553,35-12,35-12,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
10173555,32-07,32-07,CRESCENT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173560,39-09R,39-09R,CRESCENT STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173637,21-71A,21-71A,STEINWAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173688,132-02,132-02,79 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173716,103-24B,103-24B,99 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173717,103-63,103-63,99 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173733,135-24,135-24,REDDING STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173737,94-41,94-41,LIBERTY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173769,271-16,271-16,76 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173770,268-03,268-03,82 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173771,268-07,268-07,82 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173772,268-41,268-41,82 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173812,82-29,82-29,63 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173818,62-45,62-45,71 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173824,69-91,69-91,75 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173826,60-13,60-13,78 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173863,55-05,55-05,50 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173904,60-31,60-31,60 COURT,42,ADDRESS NUMBER OUT OF RANGE,""
10173934,59-50,59-50,BORDEN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173945,63-09,63-09,GRAND AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10173982,109-25,109-25,120 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10173989,117-16,117-16,122 PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
10173992,115-12,115-12,122 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174055,116-16,116-16,144 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174105,131-01,131-01,101 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174132,95-30,95-30,118 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174202,225-01,225-01,NORTH CONDUIT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174203,225-05,225-05,NORTH CONDUIT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174204,225-07,225-07,NORTH CONDUIT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174205,225-11,225-11,NORTH CONDUIT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174208,230-46,230-46,144 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174215,227-02,227-02,145 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10174287,126-05,126-05,FRANCIS LEWIS BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10174401,151-07,151-07,11 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174489,151-49,151-49,POWELLS COVE BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10174577,86-63,86-63,80 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174598,80-24,80-24,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174611,87-06,87-06,WOODHAVEN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10174683,72-02,72-02,51 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10174688,58-65,58-65,52 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10174697,38-21,38-21,55 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174703,37-43,37-43,57 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174713,47-03,47-03,58 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174730,39-30,39-30,61 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174755,41-37,41-37,67 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174766,50-36,50-36,71 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174771,50-25,50-25,72 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174778,56-15,56-15,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
10174779,57-00,57-00,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
10174891,94-17,94-17,217 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174893,94-89B,94-89B,217 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10174937,221-04,221-04,HEMPSTEAD AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175002,98-33,98-33,63 DRIVE,42,ADDRESS NUMBER OUT OF RANGE,""
10175017,65-59A,65-59A,ALDERTON STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10175049,96-42,96-42,QUEENS BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10175083,87-09,87-09,114 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10175123,127-17,127-17,92 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175191,70-70,70-70,83 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10175197,68-10,68-10,COOPER AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175293,506,506,SENECA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175298,345,345,ST NICHOLAS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175314,83-35,83-35,WOODHAVEN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10175320,15,15,21 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10175322,350,350,BEACH   80 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10175362,92-10,92-10,ROCKAWAY BEACH BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10175403,205A,205A,BEACH  147 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10175497,245-16,245-16,139 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175540,143-03,143-03,HOOK CREEK BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10175555,253-06A,253-06A,ROCKAWAY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10175556,253-06B,253-06B,ROCKAWAY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
10175592,115-10,115-10,DUNKIRK STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10175706,1141,1141,2 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175858,993,993,5 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175887,865,865,AVENUE OF THE AMERICAS,42,ADDRESS NUMBER OUT OF RANGE,""
10175924,20,20,LEXINGTON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10175959,1013,1013,MADISON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10176151,39,39,WEST END AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10176215,570,570,RIVERSIDE DRIVE,42,ADDRESS NUMBER OUT OF RANGE,""
10176232,411,411,7 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10176233,415,415,7 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10176261,360,360,8 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10176286,261,261,CENTRAL PARK WEST,42,ADDRESS NUMBER OUT OF RANGE,""
10176287,64,64,CENTRAL PARK WEST,42,ADDRESS NUMBER OUT OF RANGE,""
10176288,66,66,CENTRAL PARK WEST,42,ADDRESS NUMBER OUT OF RANGE,""
10176310,867,867,9 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10176334,284A,284A,COLUMBUS AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10176367,254,254,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
10176385,756,756,BROADWAY,42,ADDRESS NUMBER OUT OF RANGE,""
10176720,43A,43A,BARROW STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10176760,83A,83A,BAYARD STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10176786,201A,201A,CANAL STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10176816,2,2,DIVISION STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10176817,87,87,DIVISION STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10176883,20,20,MORRIS STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10176993,255,255,EAST   23 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177038,344,344,EAST   27 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177101,36A,36A,EAST   36 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177133,521,521,WEST   38 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177134,70,70,WEST   38 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177195,444,444,WEST   43 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177275,545,545,WEST   53 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177294,225,225,WEST   56 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177444,736B,736B,ANNADALE ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10177486,5142,5142,ARTHUR KILL ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10177499,422A,422A,BARTLETT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10177505,1013,1013,BAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177508,1169A,1169A,BAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177509,1369,1369,BAY STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177573,251,251,BRIELLE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10177637,71,71,CATHERINE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177693,45,45,CROFT COURT,42,ADDRESS NUMBER OUT OF RANGE,""
10177722,102B,102B,DEBBIE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177741,26,26,DEPEW PLACE,42,ADDRESS NUMBER OUT OF RANGE,""
10177749,160B,160B,DINSMORE STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177775,208,208,DRUM ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10177813,75,75,ELLIS STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177814,85,85,ELLIS STREET,42,ADDRESS NUMBER OUT OF RANGE,""
10177865,708,708,FINGERBOARD ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10177892,820,820,FOREST AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10177894,1170,1170,FOREST HILL ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
10177913,790,790,SOUTH GANNON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
10177919,333,333,GARRETSON AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
